Member of the Judiciary (India)	Threaten	Men (India)
Defense Attorney (India)	Accuse	Citizen (India)
Police (Spain)	Use conventional military force	Men (Spain)
Air France	Make statement	British Airways
United States	Criticize or denounce	El Salvador
Executive Office of the President	Make statement	Government (El Salvador)
Citizen (India)	Conduct strike or boycott	Indigenous People (India)
Citizen (India)	Impose embargo, boycott, or sanctions	Indigenous People (India)
Lawyer/Attorney (Philippines)	Reject	Zaldy Ampatuan
Police (Philippines)	Make statement	Professor (Philippines)
Member of Parliament (India)	Accuse	Indigenous People (India)
Member of the Judiciary (India)	Make statement	Indigenous People (India)
Alex Salmond	Make statement	United Kingdom
Head of Government (Israel)	Make optimistic comment	Lithuania
Mike Pompeo	Express intent to engage in diplomatic cooperation (such as policy support)	Imran Khan
Maris Kucinskis	Express intent to meet or negotiate	Benjamin Netanyahu
The Progressives	Praise or endorse	Labor Union (Latvia)
Children (India)	Make an appeal or request	Baljinder Kaur
Other Authorities / Officials (United States)	Make statement	James L. Jones
Scott Morrison	Discuss by telephone	Jacinda Ardern
Jacinda Ardern	Discuss by telephone	Scott Morrison
Insurgent (Sudan)	Use unconventional violence	Sudan
Vladimir Putin	Make statement	John R. Bolton
Seoul High Court	Make statement	Park Geun Hye
India	Arrest, detain, or charge with legal action	Government Official (India)
Yukio Edano	Express intent to meet or negotiate	Bernie Sanders
Citizen (International)	Engage in symbolic act	Petro Poroshenko
Elizabeth II	Praise or endorse	Citizen (Ukraine)
Royal Administration (Spain)	Praise or endorse	Citizen (Ukraine)
Defense / Security Ministry (Saudi Arabia)	Praise or endorse	Citizen (Ukraine)
Sooronbay Jeenbekov	Praise or endorse	Citizen (Ukraine)
Saulius Skvernelis	Express intent to meet or negotiate	Benjamin Netanyahu
Israel	Express intent to meet or negotiate	Estonia
Israel	Express intent to meet or negotiate	Latvia
Israel	Express intent to meet or negotiate	Lithuania
Estonia	Express intent to meet or negotiate	Israel
Latvia	Express intent to meet or negotiate	Israel
Lithuania	Express intent to meet or negotiate	Israel
Jüri Ratas	Express intent to meet or negotiate	Lithuania
Maris Kucinskis	Express intent to meet or negotiate	Lithuania
Saulius Skvernelis	Express intent to meet or negotiate	Lithuania
Economist (Australia)	Make statement	Scott Morrison
Envoy (United States)	Make statement	South Africa
Mike Pompeo	Express intent to meet or negotiate	Pakistan
Cesar Epitácio Maia	Make a visit	Eduardo da Costa Paes
Eduardo da Costa Paes	Host a visit	Cesar Epitácio Maia
United Nations	Appeal for diplomatic cooperation (such as policy support)	Unidentified State Actor
Alexis Tsipras	Express intent to meet or negotiate	Neorion
Foreign Affairs (Mozambique)	Make statement	Zimbabwe
Taiwan	Make statement	Education (Taiwan)
American Institute in Taiwan	Criticize or denounce	China
Tsai Ing-wen	Consult	American Institute in Taiwan
American Institute in Taiwan	Consult	Tsai Ing-wen
Honduras	Engage in diplomatic cooperation	Nicaragua
Honduras	Engage in diplomatic cooperation	Taiwan
Foreign Affairs (Honduras)	Engage in diplomatic cooperation	Taiwan
Nicaragua	Engage in diplomatic cooperation	Honduras
Nicaragua	Engage in diplomatic cooperation	Taiwan
Scott Morrison	Confiscate property	Liberal Party (Australia)
Bill Shorten	Engage in symbolic act	Malcolm Bligh Turnbull
Gurbanguly Berdymukhammedov	Host a visit	Head of Government (Uzbekistan)
Gurbanguly Berdymukhammedov	Praise or endorse	Head of Government (Uzbekistan)
Head of Government (Uzbekistan)	Make a visit	Gurbanguly Berdymukhammedov
Liu Kun	Make statement	Government (China)
United Kingdom	Appeal for intelligence	Theresa May
Women (United Kingdom)	Demand	Cabinet / Council of Ministers / Advisors (United Kingdom)
Communist Party of India (Marxist)	Accuse	Ruling Party (India)
Seoul High Court	Ease administrative sanctions	Kim Boo Kyum
Klaus Johannis	Make an appeal or request	Supreme Council (Romania)
Citizen (North Korea)	Bring lawsuit against	Government (North Korea)
Angela Merkel	Reject	North Atlantic Treaty Organization
North Atlantic Treaty Organization	Make statement	Georgia
Malcolm Bligh Turnbull	Threaten	Legislature (Australia)
Member of Parliament (Australia)	Make statement	Foreign Affairs (Israel)
Executive Office of the President	Criticize or denounce	El Salvador
Afghanistan	Host a visit	Kolinda Grabar-Kitarović
Kolinda Grabar-Kitarović	Make a visit	Afghanistan
Kolinda Grabar-Kitarović	Express intent to meet or negotiate	Military Personnel (Unidentified State Actor)
Ashraf Ghani Ahmadzai	Host a visit	Kolinda Grabar-Kitarović
Kolinda Grabar-Kitarović	Make a visit	Ashraf Ghani Ahmadzai
Lawmaker (Australia)	Demand	Malcolm Bligh Turnbull
Finance / Economy / Commerce / Trade Ministry (China)	Consult	United States
United States	Consult	Finance / Economy / Commerce / Trade Ministry (China)
European Union	Consult	Ministry (Israel)
Ministry (Israel)	Consult	European Union
Malcolm Bligh Turnbull	Criticize or denounce	Insurgent (Australia)
Malcolm Bligh Turnbull	Accuse	Men (Australia)
South Korea	Make optimistic comment	Cabinet / Council of Ministers / Advisors (United States)
Kim Jong-Un	Consult	Other Authorities / Officials (South Korea)
Other Authorities / Officials (South Korea)	Consult	Kim Jong-Un
Philip Hammond	Make statement	Treasury/Finance Ministry (United Kingdom)
Treasury/Finance Ministry (United Kingdom)	Make pessimistic comment	United Kingdom
Kyrgyzstan	Praise or endorse	Afghanistan
Turkmenistan	Praise or endorse	Afghanistan
Head of Government (Kyrgyzstan)	Engage in negotiation	Turkmenistan
Turkmenistan	Engage in negotiation	Head of Government (Kyrgyzstan)
Vladimir Putin	Engage in diplomatic cooperation	Mikhail Viktorovich Babich
Sergey Kuzhugetovich Shoygu	Express intent to meet or negotiate	Russia
Sergey Kuzhugetovich Shoygu	Express intent to meet or negotiate	Citizen (Turkey)
Sergey Kuzhugetovich Shoygu	Express intent to meet or negotiate	Ministry (Turkey)
Head of Government (South Africa)	Make an appeal or request	Mike Pompeo
Citizen (Mexico)	Use unconventional violence	Student (United States)
Government (Australia)	Impose administrative sanctions	Business (China)
Other Authorities / Officials (Argentina)	Investigate	Cristina Fernández de Kirchner
Cristina Fernández de Kirchner	Accuse	Government (Argentina)
India	Make statement	United Arab Emirates
Cyril Ramaphosa	Confiscate property	Citizen (South Africa)
Citizen (United States)	Make an appeal or request	Imran Khan
Foreign Affairs (Pakistan)	Make statement	Militant (Pakistan)
Facebook	Cooperate economically	Vietnam
William Ruto	Engage in negotiation	Anne Waiguru
Anne Waiguru	Engage in negotiation	William Ruto
Mike Pompeo	Rally opposition against	Terrorist Leader (Pakistan)
Media Personnel (Pakistan)	Criticize or denounce	United States
Ilham Aliyev	Make statement	Vietnam
Ilham Aliyev	Host a visit	Foreign Affairs (Vietnam)
Foreign Affairs (Vietnam)	Make a visit	Ilham Aliyev
Azerbaijan	Host a visit	Truong Tan Sang
Truong Tan Sang	Make a visit	Azerbaijan
United Nations	Consult	Bangladesh
Bangladesh	Consult	United Nations
Alex Salmond	Sexually assault	Citizen (United Kingdom)
Brazil	Give ultimatum	Luiz Inacio Lula Da Silva
Switzerland	Host a visit	Nikolai Platonovich Patrushev
Nikolai Platonovich Patrushev	Make a visit	Switzerland
Nikolai Platonovich Patrushev	Engage in negotiation	John R. Bolton
John R. Bolton	Engage in negotiation	Nikolai Platonovich Patrushev
Saudi Arabia	Host a visit	Vladimir Putin
Vladimir Putin	Make a visit	Saudi Arabia
Media Personnel (Taiwan)	Make an appeal or request	Tsai Ing-wen
Thailand	Arrest, detain, or charge with legal action	Men (India)
Benjamin Netanyahu	Express intent to meet or negotiate	Jüri Ratas
Benjamin Netanyahu	Express intent to meet or negotiate	Maris Kucinskis
Atiku Abubakar	Praise or endorse	Muhammadu Buhari
Atiku Abubakar	Criticize or denounce	Muhammadu Buhari
Head of Government (Nigeria)	Make statement	Atiku Abubakar
Company - Owner or Operator (South Africa)	Demonstrate or rally	Police (South Africa)
Labor Union (Australia)	Make statement	Scott Morrison
Finance / Economy / Commerce / Trade Ministry (Singapore)	Express intent to meet or negotiate	Singapore
Monastery (Thailand)	Criticize or denounce	Buddhist (Thailand)
Monastery (Thailand)	Use conventional military force	Citizen (Thailand)
Mike Pompeo	Demand	Imran Khan
Gurbanguly Berdymukhammedov	Consult	Shavkat Mirziyayev
Shavkat Mirziyayev	Consult	Gurbanguly Berdymukhammedov
Shavkat Mirziyayev	Praise or endorse	Turkmenistan
Abiola Ajimobi	Make an appeal or request	Business (Nigeria)
Kidnapper (Nigeria)	fight with small arms and light weapons	Police (Nigeria)
All Progressives Congress	Consult	President of the Senate (Nigeria)
President of the Senate (Nigeria)	Consult	All Progressives Congress
President of the Senate (Nigeria)	Consult	Media Personnel (Nigeria)
Media Personnel (Nigeria)	Consult	President of the Senate (Nigeria)
Political Parties (Nigeria)	Threaten	Independent National Electoral Commission
Women (Nigeria)	Make an appeal or request	Owelle Rochas Anayo Okorocha
Women (Nigeria)	Make an appeal or request	Governor (Nigeria)
People's Democratic Party (Nigeria)	Investigate	Nigeria
People's Democratic Party (Nigeria)	Consult	Media Personnel (Nigeria)
Media Personnel (Nigeria)	Consult	People's Democratic Party (Nigeria)
People's Democratic Party (Nigeria)	Make statement	Criminal (Nigeria)
Inspector General (Nigeria)	Investigate	All Progressives Congress
Member of the Judiciary (Nigeria)	Demand	Army Personnel (Nigeria)
Petro Poroshenko	Consult	John R. Bolton
John R. Bolton	Consult	Petro Poroshenko
Ukraine	Host a visit	John R. Bolton
John R. Bolton	Make a visit	Ukraine
Ministry (Thailand)	Make an appeal or request	Farm Worker (Thailand)
Activist (China)	Praise or endorse	Employee (China)
Lithuania	Express intent to engage in diplomatic cooperation (such as policy support)	Israel
Reserve Personnel (Estonia)	Arrest, detain, or charge with legal action	Indigenous People (Russia)
Reserve Personnel (Russia)	Arrest, detain, or charge with legal action	Citizen (Russia)
Yoweri Museveni	Criticize or denounce	Military Personnel - Special (Uganda)
Military Personnel - Special (Uganda)	Mobilize or increase armed forces	Uganda
Recep Tayyip Erdoğan	Make an appeal or request	Petro Poroshenko
Cabinet / Council of Ministers / Advisors (Pakistan)	Make statement	Imran Khan
Vladimir Putin	Reduce relations	Mikhail Viktorovich Babich
Lawyer/Attorney (Cambodia)	Investigate	Citizen (Cambodia)
Defense / Security Ministry (Israel)	Criticize or denounce	Doctors Without Borders
Defense / Security Ministry (Israel)	Make statement	Doctors Without Borders
Pedro Sanchez	Expel or deport individuals	Francisco Ortiz Franco
Blogger (Russia)	Make statement	Police (Russia)
Lawyer/Attorney (Zimbabwe)	Accuse	Election Commission (Zimbabwe)
Member of the Judiciary (India)	Make an appeal or request	Rashtriya Janata Dal
Member of the Judiciary (India)	Reject	Rashtriya Janata Dal
Prabhat Kumar	Make statement	Cabinet / Council of Ministers / Advisors (India)
Executive Office of the President	Make statement	Governing Party (El Salvador)
Chechnya	Make statement	Human Rights Activist (Russia)
Ramzan Akhmadovich Kadyrov	Accuse	Activist (Russia)
Citizen (Slovakia)	Express intent to meet or negotiate	Head of Government (Slovakia)
Economist (France)	Criticize or denounce	Jean-Luc Mélenchon
Sergey Kuzhugetovich Shoygu	Express intent to meet or negotiate	Defense / Security Ministry (Russia)
Mevlut Cavusoglu	Demand diplomatic cooperation (such as policy support)	Russia
Mevlut Cavusoglu	Demand diplomatic cooperation (such as policy support)	Turkey
Israel	Engage in diplomatic cooperation	Congo
Congo	Engage in diplomatic cooperation	Israel
Rahul Gandhi	Make statement	Congress (Germany)
European Commission	Make statement	Representatives (Italy)
Burkina Faso	Consult	Paul Kaba Thieba
Paul Kaba Thieba	Consult	Burkina Faso
Citizen (Burkina Faso)	Use unconventional violence	Military (Burkina Faso)
Police (Burkina Faso)	Use conventional military force	Attacker (Burkina Faso)
Monica Juma	Consult	Mike Pompeo
Mike Pompeo	Consult	Monica Juma
Foreign Affairs (Africa)	Consult	Monica Juma
Monica Juma	Consult	Foreign Affairs (Africa)
South Korea	Engage in negotiation	Foreign Affairs (United States)
Foreign Affairs (United States)	Engage in negotiation	South Korea
Lawyer/Attorney (South Africa)	Make statement	National Prosecuting Authority
Mercury	Make pessimistic comment	South Africa
Mercury	Make pessimistic comment	Head of Government (South Africa)
Uganda	Ease administrative sanctions	Citizen (Uganda)
Military Personnel - Special (Uganda)	fight with small arms and light weapons	Citizen (Uganda)
Joseph Kabila	Reject	Thabo Mvuyelwa Mbeki
Governor (Japan)	Consult	Itsunori Onodera
Itsunori Onodera	Consult	Governor (Japan)
High Commission (Mexico)	Make an appeal or request	Other Authorities / Officials (Mexico)
Ruling Party (India)	Criticize or denounce	Government (India)
Ministry (Netherlands)	Engage in symbolic act	Police (Netherlands)
Government (South Africa)	Rally opposition against	Citizen (South Africa)
Government (South Africa)	Make an appeal or request	Police (South Africa)
Government (Uganda)	Accuse	Protester (Uganda)
Head of Government (Uganda)	Accuse	Protester (Uganda)
Company - Owner or Operator (Uganda)	Physically assault	Citizen (Uganda)
Uganda People's Defence Force	Physically assault	Citizen (Uganda)
Liberals (Australia)	Make statement	Indigenous People (Australia)
Cristina Fernández de Kirchner	Accuse	Member of the Judiciary (Argentina)
House of Representatives (Thailand)	Make statement	Government (Thailand)
Saulius Skvernelis	Engage in symbolic act	Citizen (Ukraine)
Lithuania	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (Ukraine)
Party Member (Lithuania)	Use conventional military force	Citizen (Lithuania)
Government (Congo)	Praise or endorse	Ministry (Congo)
Ibrahim Boubacar Keïta	Make a visit	Mauritania
Mauritania	Host a visit	Ibrahim Boubacar Keïta
Ibrahim Boubacar Keïta	Host a visit	Mohamed Ould Abdel Aziz
Ibrahim Boubacar Keïta	Praise or endorse	Mohamed Ould Abdel Aziz
Mohamed Ould Abdel Aziz	Make a visit	Ibrahim Boubacar Keïta
Joseph Kabila	Praise or endorse	Southern African Development Community
Citizen (Nigeria)	Reduce relations	Democratic Party (Nigeria)
Citizen (Rwanda)	Make an appeal or request	United Nations
Africa	Host a visit	Lawmaker (Ethiopia)
Lawmaker (Ethiopia)	Make a visit	Africa
Anatoly Ilich Bibilov	Praise or endorse	Vladimir Putin
Angela Merkel	Consult	Military (Germany)
Military (Germany)	Consult	Angela Merkel
Other Authorities / Officials (Georgia)	Consult	Angela Merkel
Angela Merkel	Consult	Other Authorities / Officials (Georgia)
Immigrants (Eritrea)	Conduct hunger strike	Unspecified Actor
Government (Italy)	Make statement	Matteo Salvini
John R. Bolton	Demand	Government (Ukraine)
John R. Bolton	Demand	Ukraine
Foreign Affairs (Saudi Arabia)	Express intent to meet or negotiate	Citizen (Russia)
Citizen (Russia)	Express intent to meet or negotiate	Foreign Affairs (Saudi Arabia)
Head of Government (Colombia)	Make an appeal or request	Citizen (Colombia)
Corriere della Sera	Make statement	Italy
Nguyen Chi Vinh	Make an appeal or request	Citizen (Vietnam)
Islamic Organization	Criticize or denounce	Indonesia
Italy	Provide economic aid	European Union
World Health Organization	Make statement	Uganda
Activist (Congo)	Make an appeal or request	Labor Party (Congo)
Citizen (Congo)	Make an appeal or request	Labor Party (Congo)
Citizen (Congo)	Make an appeal or request	Activist (Congo)
Military (Algeria)	Mobilize or increase armed forces	Algeria
Citizen (Unidentified State Actor)	Provide aid	Citizen (Democratic Republic of Congo)
Atupele Muluzi	Make statement	Ministry (Malawi)
Citizen (Malawi)	Threaten	Citizen (China)
Michelle Bachelet	Express intent to meet or negotiate	Switzerland
Head of Government (Ecuador)	Make statement	Nicolás Maduro
Baldo Prokurica	Make statement	Chile
Vladimir Putin	Make an appeal or request	Foreign Affairs (Russia)
Benjamin Netanyahu	Criticize or denounce	European Commission
Main Opposition (Zimbabwe)	Make pessimistic comment	Constitutional Court (Zimbabwe)
Emomalii Rahmon	Praise or endorse	Turkmenistan
Russia	Praise or endorse	Argentina
Vladimir Putin	Express intent to meet or negotiate	Mevlut Cavusoglu
Anatoly Ilich Bibilov	Engage in negotiation	Vladimir Putin
Vladimir Putin	Engage in negotiation	Anatoly Ilich Bibilov
Wang Yi	Make a visit	Member of Legislative (Govt) (Mongolia)
Member of Legislative (Govt) (Mongolia)	Host a visit	Wang Yi
China	Provide aid	Wang Yi
Wang Yi	Make a visit	Mongolia
Mongolia	Host a visit	Wang Yi
Singapore	Yield	Malaysia
Treasury/Finance Ministry (Malaysia)	Engage in negotiation	Khaw Boon Wan
Khaw Boon Wan	Engage in negotiation	Treasury/Finance Ministry (Malaysia)
Armenia	Host a visit	Angela Merkel
Angela Merkel	Make a visit	Armenia
Human Rights Watch	Accuse of human rights abuses	Police (Uganda)
People Associated with the Opposition (Gabon)	Make statement	Gabon
Canada	Praise or endorse	Ibrahim Boubacar Keïta
Canada	Praise or endorse	Government (Mali)
Japan	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (Seychelles)
Angola	Host a visit	Christine Lagarde
Christine Lagarde	Make a visit	Angola
Joao Lourenco	Make statement	International Monetary Fund
Klaus Johannis	Sign formal agreement	South Africa
South Africa	Sign formal agreement	Klaus Johannis
Engineer (Philippines)	Make statement	DPWH
Governor (Philippines)	Criticize or denounce	Head of Government (Philippines)
Public Courts (Philippines)	Reject	Ferdinand Marcos, Jr.
Ombudsman (Philippines)	Bring lawsuit against	City Mayor (Philippines)
Ombudsman (Philippines)	Accuse of crime, corruption	Sandiganbayan
Police (Philippines)	Arrest, detain, or charge with legal action	Citizen (Taiwan)
Naval (Philippines)	Express intent to engage in diplomatic cooperation (such as policy support)	United States
Rodrigo Duterte	Make statement	Wilbur Ross
Member of the Judiciary (India)	Reject	Main Opposition (India)
Company - Owner or Operator (Croatia)	Investigate	Croatia
Government Official (Estonia)	Investigate	Government (Estonia)
Foreign Affairs (Russia)	Express intent to provide material aid	Media Personnel (Russia)
Sergey Kuzhugetovich Shoygu	Consult	Ministry (Turkey)
Ministry (Turkey)	Consult	Sergey Kuzhugetovich Shoygu
Military (Croatia)	Consult	Kolinda Grabar-Kitarović
Kolinda Grabar-Kitarović	Consult	Military (Croatia)
Sidwaya	Make statement	Ministry of Women (Burkina Faso)
Lawyer/Attorney (Australia)	Accuse	Bank (Australia)
Head of Government (Ukraine)	Consult	John R. Bolton
John R. Bolton	Consult	Head of Government (Ukraine)
Georgia	Grant diplomatic recognition	Republic of South Ossetia
Citizen (Russia)	Criticize or denounce	Bashar al-Assad
Citizen (Russia)	Reject	Bashar al-Assad
Association of Southeast Asian Nations	Make an appeal or request	International Criminal Court
Benjamin Netanyahu	Praise or endorse	Lithuania
Sayyed Ali Khamenei	Appeal for diplomatic cooperation (such as policy support)	Islamic Revolution Guards Corps
Lawmaker (Greece)	Appeal for humanitarian aid	Greece
Emomalii Rahmon	Consult	Shavkat Mirziyayev
Shavkat Mirziyayev	Consult	Emomalii Rahmon
Benjamin Netanyahu	Consult	Head of Government (Lithuania)
Head of Government (Lithuania)	Consult	Benjamin Netanyahu
Scott Morrison	Express intent to cooperate	Citizen (Australia)
Government (Japan)	Investigate	Citizen (Japan)
Rahul Gandhi	Make statement	Reserve Bank of India
Member of the Judiciary (India)	Reject	Communist Party of India (Marxist)
Canada	Grant diplomatic recognition	Ukraine
Police (United Kingdom)	Arrest, detain, or charge with legal action	William Juana Smith
Police (United Kingdom)	Make statement	William Juana Smith
Royal Administration (Mauritania)	Praise or endorse	Head of Government (Mauritania)
Israel	Express intent to engage in diplomatic cooperation (such as policy support)	Russia
Government (Ecuador)	Make statement	United States
Verizon	Express intent to ease administrative sanctions	Citizen (United States)
Benjamin Netanyahu	Criticize or denounce	Belgium
Head of Government (Lithuania)	Express intent to meet or negotiate	Palestinian Territory, Occupied
Head of Government (Israel)	Praise or endorse	United States
Business (China)	Appeal to yield	Citizen (China)
Mike Pompeo	Make an appeal or request	Sergey Viktorovich Lavrov
Scottish Government	Demand	Alex Salmond
Citizen (United Kingdom)	Consider policy option	United Kingdom
Alex Salmond	Accuse	Scottish Government
Lawyer/Attorney (Iran)	Make optimistic comment	Citizen (Iran)
Police (Russia)	Make statement	Armed Gang (Russia)
Member of Parliament (India)	Praise or endorse	Association of American Publishers
Nurettin Canikli	Threaten	United States
Nelson Chamisa	Make an appeal or request	Constitutional Court (Zimbabwe)
Li Keqiang	Praise or endorse	Head of Government (Belarus)
Belarus	Grant diplomatic recognition	China
China	Grant diplomatic recognition	Belarus
Ukraine	Host a visit	Head of Government (United States)
Head of Government (United States)	Make a visit	Ukraine
Australia	Praise or endorse	Philippines
Citizen (Philippines)	Sexually assault	Student (Philippines)
Foreign Affairs (Philippines)	Arrest, detain, or charge with legal action	Women (Philippines)
Police (Zimbabwe)	Impose blockade, restrict movement	Zimbabwe
Government (India)	Make statement	Priest (India)
Immigrants (Italy)	Conduct hunger strike	Unspecified Actor
Business (China)	Sign formal agreement	Business (Singapore)
Business (Singapore)	Sign formal agreement	Business (China)
Tajikistan	Return, release person(s)	Lawyer/Attorney (Tajikistan)
Rights Activist (Tajikistan)	Demand	Tajikistan
Shehu Sani	Praise or endorse	Senate (Nigeria)
Shehu Sani	Engage in symbolic act	Muhammadu Buhari
National Congress (Benin)	Criticize or denounce	Children (Nigeria)
Children (Nigeria)	Use unconventional violence	Governor (Nigeria)
Nguyen Thien Nhan	Make empathetic comment	Citizen (Laos)
Chechnya	Threaten with restrictions on political freedoms	Human Rights Activist (Russia)
Economist (China)	Make statement	Business (China)
Social Democratic Party	Make statement	Member of Parliament (Croatia)
Government (Ecuador)	Make statement	El Universo
Mauro Toscanini	Make statement	Ecuador
Mark Rutte	Make statement	Geert Wilders
Men (Uganda)	Accuse	Police (Uganda)
Iran	Praise or endorse	Scottish National Party
Police (Bosnia and Herzegovina)	Arrest, detain, or charge with legal action	Business (Romania)
Bank (Denmark)	Appeal for intelligence	Police (Denmark)
Information Ministry (Namibia)	Make statement	Cabinet / Council of Ministers / Advisors (Namibia)
Mali	Sign formal agreement	Armed Band (Mali)
Armed Band (Mali)	Declare truce, ceasefire	Mali
Kevin Rudd	Make an appeal or request	Scott Morrison
Kevin Rudd	Make statement	Liberal Party (Australia)
Microsoft	Engage in diplomatic cooperation	Bill Gates
Malcolm Bligh Turnbull	Make an appeal or request	Member of Parliament (Australia)
Philip Ruddock	Threaten	Head of Government (Australia)
Defense / Security Ministry (Russia)	Make statement	Fighter Bomber (Russia)
Petro Poroshenko	Engage in negotiation	John R. Bolton
John R. Bolton	Engage in negotiation	Petro Poroshenko
Prakash Karat	Make an appeal or request	Government (India)
Brazil	Defend verbally	Luiz Inacio Lula Da Silva
Republic of South Ossetia	Consult	Vladimir Putin
Vladimir Putin	Consult	Republic of South Ossetia
Republic of South Ossetia	Express intent to meet or negotiate	Abkhazia
Republic of South Ossetia	Express intent to meet or negotiate	Russia
Abkhazia	Express intent to meet or negotiate	Republic of South Ossetia
Abkhazia	Express intent to meet or negotiate	Russia
Russia	Express intent to meet or negotiate	Republic of South Ossetia
Russia	Express intent to meet or negotiate	Abkhazia
Mike Pompeo	Appeal for diplomatic cooperation (such as policy support)	Sergey Viktorovich Lavrov
Sergey Viktorovich Lavrov	Consult	Sergey Kuzhugetovich Shoygu
Sergey Kuzhugetovich Shoygu	Consult	Sergey Viktorovich Lavrov
Police (France)	Express intent to meet or negotiate	Greece
Citizen (South Africa)	Express intent to provide economic aid	Jacob Gedleyihlekisa Zuma
Citizen (South Africa)	Threaten with military force	Jacob Gedleyihlekisa Zuma
Dalia Grybauskaitė	Praise or endorse	Petro Poroshenko
Dalia Grybauskaitė	Praise or endorse	Citizen (Ukraine)
Sauli Niinistö	Make optimistic comment	Citizen (Finland)
Armed Rebel (Yemen)	Make statement	Yemen
Islamic State of Iraq and the Levant	Cooperate economically	Business (Russia)
Ukraine	Consult	John R. Bolton
John R. Bolton	Consult	Ukraine
Klaus Johannis	Accuse	Government (Romania)
Ministry (Iran)	Make statement	Media (Iran)
Constitutional Court (Zimbabwe)	Make statement	Emmerson Mnangagwa
Constitutional Court (Zimbabwe)	Reject	Nelson Chamisa
Business (Italy)	Make statement	Egypt
Petro Poroshenko	Praise or endorse	John R. Bolton
Head of Government (Bulgaria)	Demand	City Mayor (Bulgaria)
Media Personnel (United States)	Make statement	Google
Transport (Greece)	Make a visit	Togo
Togo	Host a visit	Transport (Greece)
International	Engage in diplomatic cooperation	Russia
Klaus Johannis	Make statement	Social Democratic Party
Airline (India)	Consult	Minister Prabhu
Minister Prabhu	Make an appeal or request	Airline (India)
Minister Prabhu	Consult	Airline (India)
Lindiwe Nonceba Sisulu	Consult	Foreign Affairs (United States)
Foreign Affairs (United States)	Consult	Lindiwe Nonceba Sisulu
Japan Self-Defense Forces	Use unconventional violence	Colombia
Constitutional Court (Zimbabwe)	Reject	Opposition Coalition (Zimbabwe)
Luke Malaba	Accuse	Movement for Democratic Change
Mevlut Cavusoglu	Threaten	Russia
Vladimir Putin	Consult	Mevlut Cavusoglu
Mevlut Cavusoglu	Consult	Vladimir Putin
Malawi	Threaten	Citizen (Malawi)
Legislature (Kenya)	Make statement	Lawmaker (Kenya)
Men (Kenya)	Torture	Lawmaker (Kenya)
Confindustria	Praise or endorse	Government (Italy)
Luke Malaba	Accuse	Nelson Chamisa
India	Make statement	Atal Bihari Vajpayee
Minister Patnaik	Praise or endorse	Atal Bihari Vajpayee
Nirmala Sitharaman	Make an appeal or request	Ministry (India)
Ministry (India)	Make an appeal or request	Nirmala Sitharaman
Nirmala Sitharaman	Make an appeal or request	Women (India)
Ministry (Taiwan)	Express intent to cooperate economically	Taiwan
Nursultan Nazarbayev	Make a visit	Turkmenistan
Nursultan Nazarbayev	Consult	Gurbanguly Berdymukhammedov
Turkmenistan	Host a visit	Nursultan Nazarbayev
Gurbanguly Berdymukhammedov	Consult	Nursultan Nazarbayev
Election Commission (Latvia)	Impose administrative sanctions	Party Member (Latvia)
Benjamin Netanyahu	Make statement	Estonia
Benjamin Netanyahu	Make statement	Latvia
Benjamin Netanyahu	Make statement	Lithuania
Luke Malaba	Accuse	Party Member (Zimbabwe)
Luke Malaba	Accuse	People Associated with the Opposition (Zimbabwe)
Daniel Ortega	Make statement	Francisco Gil Diaz
El Nuevo Diario	Make statement	Francisco Gil Diaz
National Elections Commission of the Republic of Liberia	Reject	Party Member (Mozambique)
Tanzania	Accede to demands for change in policy	Government (Tanzania)
Citizen (Ireland)	Make an appeal or request	Holy See (Vatican City State)
United Nations	Impose embargo, boycott, or sanctions	Men (Southeast Asia)
Belgium	Make statement	Italy
Ministry (Germany)	Make a visit	Ethiopia
Ethiopia	Host a visit	Ministry (Germany)
Gerd Mueller	Consult	Head of Government (Eritrea)
Head of Government (Eritrea)	Consult	Gerd Mueller
Angela Merkel	Make an appeal or request	Armenia
Angela Merkel	Make an appeal or request	Azerbaijan
Olaf Scholz	Reject	Citizen (Germany)
Wang Yi	Make statement	Mongolia
Government Official (Russia)	Engage in negotiation	Business (Russia)
Business (Russia)	Engage in negotiation	Government Official (Russia)
Nigel Farage	Make a visit	New Zealand
New Zealand	Host a visit	Nigel Farage
South Africa	Deny responsibility	Donald Trump
Jacinda Ardern	Praise or endorse	Head of Government (New Zealand)
Botswana	Sign formal agreement	China
China	Sign formal agreement	Botswana
Ivan Vrdoljak	Make an appeal or request	Government (Croatia)
Ivan Vrdoljak	Make an appeal or request	Ministry (Croatia)
Doctors Without Borders	Make statement	Employee (Palestinian Territory, Occupied)
Joao Lourenco	Make optimistic comment	Germany
Joao Lourenco	Consult	Representatives (Germany)
Representatives (Germany)	Consult	Joao Lourenco
Citizen (Estonia)	Reduce relations	Main Opposition (Estonia)
Ministry (Cote d'Ivoire)	Complain officially	Citizen (Cote d'Ivoire)
Police (India)	Use conventional military force	Villager (India)
Protester (Non-Governmental Organizations)	Make statement	Government (India)
India	Sign formal agreement	Singapore
Singapore	Sign formal agreement	India
Abhishek Manu Singhvi	Make statement	Government (India)
Statistics Canada	Engage in diplomatic cooperation	Infrastructure Canada
António Manuel de Oliveira Guterres	Make statement	Foreign Affairs (Colombia)
